"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TA","TravelCenters of America LLC","3.6","143941471.2","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ta",
"TANNI","TravelCenters of America LLC","24.55","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America LLC","24.4","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America LLC","24.11","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannz",
"TVPT","Travelport Worldwide Limited","16.34","2049266639.1","n/a","2014","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/tvpt",
"TZOO","Travelzoo","7.275","90657798.075","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tzoo",
"TREC","Trecora Resources","13.6","331671700","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/trec",
"TG","Tredegar Corporation","17.95","594402564.55","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/tg",
"THS","Treehouse Foods, Inc.","38.27","2158663398.77","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ths",
"TRMT","Tremont Mortgage Trust","13.14","41081408.46","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/trmt",
"TRVN","Trevena, Inc.","1.64","106248480.76","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trvn",
"TREX","Trex Company, Inc.","108.77","3200531471.51","n/a","n/a","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/trex",
"TY","Tri Continental Corporation","26.31","1470680957.94","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ty",
"TY^","Tri Continental Corporation","50.3003","0","n/a","n/a","Consumer Services","Miscellaneous","https://www.nasdaq.com/symbol/ty^",
"TPH","TRI Pointe Group, Inc.","16.43","2487355197.95","n/a","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/tph",
"TCAP","Triangle Capital Corporation","11.13","534513953.82","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/tcap",
"TCCA","Triangle Capital Corporation","25.17","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tcca",
"TCCB","Triangle Capital Corporation","25.163","0","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/tccb",
"TRCO","Tribune Media Company","40.51","3544415765.85","n/a","2014","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/trco",
"TCBK","TriCo Bancshares","37.22","854434342.06","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbk",
"TRIL","Trillium Therapeutics Inc.","7.2","94661308.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tril",
"TMQ","Trilogy Metals Inc.","1.27","135299800.52","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/tmq",
"TRS","TriMas Corporation","26.25","1200266891.25","n/a","2007","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","35.88","8919510561","n/a","1990","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trmb",
"TNET","TriNet Group, Inc.","46.32","3244961032.8","n/a","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/tnet",
"TRIB","Trinity Biotech plc","5.15","123369516.9","23955246","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/trib",
"TRN","Trinity Industries, Inc.","32.63","4921342580.05","n/a","n/a","Capital Goods","Railroads","https://www.nasdaq.com/symbol/trn",
"TPHS","Trinity Place Holdings Inc.","6.5","205105179.5","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/tphs",
"TSE","Trinseo S.A.","74.05","3204921025","n/a","2014","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tse",
"TRT","Trio-Tech International","5.75","20430066.25","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trt",
"TRIP","TripAdvisor, Inc.","40.89","5683053224.82","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/trip",
"TPVG","TriplePoint Venture Growth BDC Corp.","11.95","211874587.45","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/tpvg",
"TPVY","TriplePoint Venture Growth BDC Corp.","25.144","0","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/tpvy",
"GTS","Triple-S Management Corporation","26.14","615970383.76","n/a","2007","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/gts",
"TSC","TriState Capital Holdings, Inc.","23.25","672192979.5","n/a","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","25.85","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tscap",
"TRTN","Triton International Limited","30.6","2473311799.8","n/a","2016","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/trtn",
"TBK","Triumph Bancorp, Inc.","41.2","858028604.4","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/tbk",
"TGI","Triumph Group, Inc.","25.2","1251735433.2","n/a","1996","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tgi",
"TRVG","trivago N.V.","6.95","214869494.3","30916474","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/trvg",
"TRNC","tronc, Inc.","16.42","586238990.8","n/a","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/trnc",
"TROX","Tronox Limited","18.44","2238432632.64","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/trox",
"TROV","TrovaGene, Inc.","0.3492","19307324.5704","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/trov",
"TBI","TrueBlue, Inc.","25.9","1064213621.1","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/tbi",
"TRUE","TrueCar, Inc.","9.46","951285264.16","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/true",
"THST","Truett-Hurst, Inc.","1.83","8228391.87","n/a","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/thst",
"TRUP","Trupanion, Inc.","29.89","900534199.53","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","8.45","814196370","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","31.16","2130704659.12","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trmk",
"TNP","Tsakos Energy Navigation Ltd","3.3","280125723.9","n/a","2002","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tnp",
"TNP^B","Tsakos Energy Navigation Ltd","25.3374","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^b",
"TNP^C","Tsakos Energy Navigation Ltd","25.45","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^c",
"TNP^D","Tsakos Energy Navigation Ltd","24.8881","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^d",
"TNP^E","Tsakos Energy Navigation Ltd","25.05","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^e",
"TSRI","TSR, Inc.","6.2","12164784.4","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","30.7","1408408887.7","n/a","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","15.29","1564838139.26","n/a","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/ttmi",
"TCX","Tucows Inc.","56","592981648","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tcx",
"TUES","Tuesday Morning Corp.","3.95","181377672.1","n/a","1999","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/tues",
"TOUR","Tuniu Corporation","6.02","214378635.38","35611069","2014","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/tour",
"TUP","Tupperware Brands Corporation","48.38","2473028461.76","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/tup",
"TKC","Turkcell Iletisim Hizmetleri AS","9.56","8412800000","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tkc",
"TPB","Turning Point Brands, Inc.","19.44","373691309.76","n/a","2016","Consumer Non-Durables","Tobacco","https://www.nasdaq.com/symbol/tpb",
"TRQ","Turquoise Hill Resources Ltd.","3.07","6177805419.83","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/trq",
"HEAR","Turtle Beach Corporation","0.5999","29626664.9994","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hear",
"TPC","Tutor Perini Corporation","22.05","1097891770.5","n/a","n/a","Basic Industries","General Bldg Contractors - Nonresidential Bldgs","https://www.nasdaq.com/symbol/tpc",
"FOX","Twenty-First Century Fox, Inc.","36.37","67376508462.3","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/fox",
"FOXA","Twenty-First Century Fox, Inc.","36.69","44796287095.71","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/foxa",
"TWLO","Twilio Inc.","38.18","3597748590.48","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/twlo",
"TWIN","Twin Disc, Incorporated","21.74","251855552.08","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/twin",
"TWTR","Twitter, Inc.","29.01","21783741024.51","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/twtr",
"TWO","Two Harbors Investments Corp","15.37","2696532781","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/two",
"TWO^A","Two Harbors Investments Corp","26.34","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/two^a",
"TWO^B","Two Harbors Investments Corp","25.19","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/two^b",
"TWO^C","Two Harbors Investments Corp","23.9842","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/two^c",
"TRCB","Two River Bancorp","18.05","153871051.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trcb",
"TYL","Tyler Technologies, Inc.","210.96","7995594960","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tyl",
"TYME","Tyme Technologies, Inc.","2.23","225792894.37","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tyme",
"TSN","Tyson Foods, Inc.","73.19","26898316578.12","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/tsn",
"USCR","U S Concrete, Inc.","60.4","1006044506.4","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","2.05","71459201.35","n/a","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/prts",
"USB","U.S. Bancorp","50.5","83366961409.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/usb",
"USB^A","U.S. Bancorp","920","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/usb^a",
"USB^H","U.S. Bancorp","23.19","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usb^h",
"USB^M","U.S. Bancorp","27.93","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usb^m",
"USB^O","U.S. Bancorp","25.41","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usb^o",
"USEG","U.S. Energy Corp.","1.2278","7346538.8444","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/useg",
"HTM","U.S. Geothermal Inc.","5.36","104490873.76","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/htm",
"GROW","U.S. Global Investors, Inc.","2.53","38312111.31","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/grow",
"USAU","U.S. Gold Corp.","1.28","22210667.52","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usau",
"USPH","U.S. Physical Therapy, Inc.","81.3","1030183681.8","n/a","1992","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/usph",
"SLCA","U.S. Silica Holdings, Inc.","25.52","2055379396.4","n/a","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/slca",
"UBNT","Ubiquiti Networks, Inc.","68.8","5344850808","n/a","2011","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/ubnt",
"UBS","UBS AG","17.66","68063608065.72","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/ubs",
"UFPT","UFP Technologies, Inc.","29.5","215803208.5","n/a","1993","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/ufpt",
"UGI","UGI Corporation","44.42","7685295694.62","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ugi",
"ULTA","Ulta Beauty, Inc.","204.27","12458915096.76","n/a","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","19.25","740542187","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/uctt",
"UPL","Ultra Petroleum Corp.","4.17","818765889.12","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/upl",
"RARE","Ultragenyx Pharmaceutical Inc.","50.99","2529402393.48","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","10","156536490","n/a","1992","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ulbi",
"UGP","Ultrapar Participacoes S.A.","21.62","12029478175.52","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ugp",
"UMBF","UMB Financial Corporation","72.39","3621954310.56","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/umbf",
"UMH","UMH Properties, Inc.","13.41","483711680.88","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/umh",
"UMH^B","UMH Properties, Inc.","26.55","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/umh^b",
"UMH^C","UMH Properties, Inc.","25.01","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/umh^c",
"UMH^D","UMH Properties, Inc.","23.55","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/umh^d",
"UMPQ","Umpqua Holdings Corporation","21.41","4719603999.94","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/umpq",
"UA","Under Armour, Inc.","14.35","6345176609.1","n/a","2016","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ua",
"UAA","Under Armour, Inc.","16.35","7229521781.1","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/uaa",
"UNAM","Unico American Corporation","7.95","42191707.35","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/unam",
"UFI","Unifi, Inc.","36.25","663288072.5","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/ufi",
"UNF","Unifirst Corporation","161.65","3279894826.65","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/unf",
"UN","Unilever NV","56.39","155336633861.45","n/a","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/un",
"UL","Unilever PLC","55.56","157405554381.48","n/a","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ul",
"LTN","Union Acquisition Corp.","9.58","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ltn",
"LTN.U","Union Acquisition Corp.","n/a","0","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/ltn.u",
"LTN.WS","Union Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ltn.ws",
"LTN~","Union Acquisition Corp.","0.34","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ltn~",
"UBSH","Union Bankshares Corporation","36.71","2417177622.39","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsh",
"UNB","Union Bankshares, Inc.","50.8","226854867.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unb",
"UNP","Union Pacific Corporation","134.43","104762008252.68","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/unp",
"UFAB","Unique Fabricating, Inc.","8.44","82429791.72","n/a","2015","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ufab",
"QURE","uniQure N.V.","23.5","744573718","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/qure",
"UIS","Unisys Corporation","10.75","544371507.5","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/uis",
"UNT","Unit Corporation","19.76","1068018653.52","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/unt",
"UBCP","United Bancorp, Inc.","12.945","70285654.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","22","71898442","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uboh",
